feature,cluster
cnv_depth__IBNLCO_01503__Acyltransferase__CDS__promoter,5393
cnv_depth__IBNLCO_01504__trnP__gene,6291
cnv_depth__IBNLCO_01504__trnP__gene__promoter,4986
cnv_depth__IBNLCO_01505__gnl|Bakta|IBNLCO_01505__CDS,6920
cnv_depth__IBNLCO_01505__IBNLCO_01505__gene__promoter,7152
cnv_depth__IBNLCO_01506__IBNLCO_01506__gene,8117
cnv_depth__IBNLCO_01506__IBNLCO_01506__gene__promoter,5509
cnv_depth__IBNLCO_01507__IBNLCO_01507__gene__promoter,4264
cnv_depth__IBNLCO_01507__NlpB/DapX__CDS,7930
cnv_depth__IBNLCO_01508__IBNLCO_01508__gene__promoter,6842
cnv_depth__IBNLCO_01508__IBNLCO_01508__gene,3636
cnv_depth__IBNLCO_01509__DNA-binding__CDS,4824
cnv_depth__IBNLCO_01509__IBNLCO_01509__gene__promoter,7844
cnv_depth__IBNLCO_01510__IBNLCO_01510__gene,6665
cnv_depth__IBNLCO_01510__hypothetical__CDS__promoter,8223
cnv_depth__IBNLCO_01511__IBNLCO_01511__gene,6206
cnv_depth__IBNLCO_01511__DUF218__CDS__promoter,5228
cnv_depth__IBNLCO_01512__DUF4224__CDS,5409
cnv_depth__IBNLCO_01513__gnl|Bakta|IBNLCO_01513__CDS,8492
cnv_depth__IBNLCO_01513__gnl|Bakta|IBNLCO_01513__CDS__promoter,9692
cnv_depth__IBNLCO_01514__IBNLCO_01514__gene,4219
cnv_depth__IBNLCO_01514__Insertion__CDS__promoter,7007
cnv_depth__IBNLCO_01515__lysR__gene__promoter,7335
cnv_depth__IBNLCO_01515__DNA-binding__CDS,5039
cnv_depth__IBNLCO_01516__Segregation__CDS__promoter,6629
cnv_depth__IBNLCO_01516__IBNLCO_01516__gene,7092
cnv_depth__IBNLCO_01517__IBNLCO_01517__gene__promoter,7404
cnv_depth__IBNLCO_01517__IBNLCO_01517__gene,8310
cnv_depth__IBNLCO_01518__Bp1_162__gene,9334
cnv_depth__IBNLCO_01519__rimP__gene__promoter,8056
cnv_depth__IBNLCO_01518__Bp1_162__gene__promoter,8910
cnv_depth__IBNLCO_01519__Ribosome__CDS,8996
cnv_depth__IBNLCO_01520__Transcription__CDS__promoter,8058
cnv_depth__IBNLCO_01520__Transcription__CDS,7718
cnv_depth__IBNLCO_01521__Translation__CDS__promoter,7891
cnv_depth__IBNLCO_01522__Ribosome-binding__CDS__promoter,5360
cnv_depth__IBNLCO_01522__Ribosome-binding__CDS,9516
cnv_depth__IBNLCO_01523__IBNLCO_01523__gene__promoter,9434
cnv_depth__IBNLCO_01523__tRNA__CDS,6516
cnv_depth__IBNLCO_01524__emrB__gene,6072
cnv_depth__IBNLCO_01524__Multidrug__CDS__promoter,5394
cnv_depth__IBNLCO_01525__emrA__gene__promoter,6311
cnv_depth__IBNLCO_01526__Efflux__CDS__promoter,4885
cnv_depth__IBNLCO_01527__Transcriptional__CDS,8809
cnv_depth__IBNLCO_01527__slyA__gene__promoter,9222
cnv_depth__IBNLCO_01528__bipA__gene__promoter,3044
cnv_depth__IBNLCO_01528__bipA__gene,8656
cnv_depth__IBNLCO_01529__oxoglutarate__CDS__promoter,31
cnv_depth__unknown__unknown__regulatory.4,31
cnv_depth__IBNLCO_01529__oxoglutarate__CDS,9177
cnv_depth__IBNLCO_01530__IBNLCO_01530__gene__promoter,6263
cnv_depth__IBNLCO_01530__Dihydrolipoyllysine-residue__CDS,5243
cnv_depth__IBNLCO_01531__Dihydrolipoyl__CDS__promoter,6645
cnv_depth__IBNLCO_01531__IBNLCO_01531__gene,8528
cnv_depth__IBNLCO_01532__gnl|Bakta|IBNLCO_01532__CDS__promoter,7349
cnv_depth__IBNLCO_01532__gnl|Bakta|IBNLCO_01532__CDS,8232
cnv_depth__IBNLCO_01533__IBNLCO_01533__gene__promoter,7218
cnv_depth__IBNLCO_01533__IBNLCO_01533__gene,7197
cnv_depth__IBNLCO_01534__IBNLCO_01534__gene,5932
cnv_depth__IBNLCO_01534__DUF2147__CDS__promoter,6514
cnv_depth__IBNLCO_01535__Heme/hemopexin__CDS__promoter,3564
cnv_depth__IBNLCO_01536__IBNLCO_01536__gene,9448
cnv_depth__IBNLCO_01536__IBNLCO_01536__gene__promoter,8288
cnv_depth__IBNLCO_01537__hypothetical__CDS,9633
cnv_depth__IBNLCO_01537__IBNLCO_01537__gene__promoter,7488
cnv_depth__IBNLCO_01538__IBNLCO_01538__gene__promoter,5421
cnv_depth__IBNLCO_01538__Pilus__CDS,9701
cnv_depth__IBNLCO_01539__IBNLCO_01539__gene__promoter,5618
cnv_depth__IBNLCO_01539__Prepilin__CDS,3887
cnv_depth__IBNLCO_01540__IBNLCO_01540__gene__promoter,7246
cnv_depth__IBNLCO_01540__hypothetical__CDS,6212
cnv_depth__IBNLCO_01541__IBNLCO_01541__gene__promoter,5726
cnv_depth__IBNLCO_01541__SAF__CDS,8620
cnv_depth__IBNLCO_01542__IBNLCO_01542__gene__promoter,2965
cnv_depth__IBNLCO_01542__Pilus__CDS,4351
cnv_depth__IBNLCO_01543__cpaE__gene__promoter,8393
cnv_depth__IBNLCO_01543__Pilus__CDS,7336
cnv_depth__IBNLCO_01544__IBNLCO_01544__gene__promoter,7787
cnv_depth__IBNLCO_01544__Bacterial__CDS,6124
cnv_depth__IBNLCO_01545__IBNLCO_01545__gene__promoter,5026
cnv_depth__IBNLCO_01545__hypothetical__CDS,4356
cnv_depth__IBNLCO_01546__IBNLCO_01546__gene__promoter,7801
cnv_depth__IBNLCO_01546__hypothetical__CDS,8022
cnv_depth__IBNLCO_01547__IBNLCO_01547__gene__promoter,6852
cnv_depth__IBNLCO_01547__hypothetical__CDS,8577
cnv_depth__IBNLCO_01548__IBNLCO_01548__gene__promoter,5453
cnv_depth__IBNLCO_01548__hypothetical__CDS,4804
cnv_depth__IBNLCO_01549__IBNLCO_01549__gene__promoter,8790
cnv_depth__IBNLCO_01549__DUF2134__CDS,8993
cnv_depth__IBNLCO_01550__Sigma-54__CDS__promoter,5495
cnv_depth__IBNLCO_01550__Sigma-54__CDS,2813
cnv_depth__IBNLCO_01551__hypothetical__CDS__promoter,5189
cnv_depth__IBNLCO_01551__hypothetical__CDS,3062
cnv_depth__IBNLCO_01552__IBNLCO_01552__gene,8183
cnv_depth__IBNLCO_01552__IBNLCO_01552__gene__promoter,8892
cnv_depth__IBNLCO_01553__IBNLCO_01553__gene__promoter,7295
cnv_depth__IBNLCO_01553__IBNLCO_01553__gene,503
cnv_depth__IBNLCO_01554__hypothetical__CDS__promoter,503
cnv_depth__IBNLCO_01554__IBNLCO_01554__gene,7395
cnv_depth__IBNLCO_01555__hypothetical__CDS__promoter,5676
cnv_depth__IBNLCO_01556__IBNLCO_01556__gene,7416
cnv_depth__IBNLCO_01556__Long-chain-fatty-acid--CoA__CDS__promoter,9588
cnv_depth__IBNLCO_01557__IBNLCO_01557__gene,5852
cnv_depth__IBNLCO_01557__IBNLCO_01557__gene__promoter,5077
cnv_depth__IBNLCO_01558__Major__CDS__promoter,7591
cnv_depth__IBNLCO_01559__gnl|Bakta|IBNLCO_01559__CDS__promoter,7451
cnv_depth__IBNLCO_01559__gnl|Bakta|IBNLCO_01559__CDS,7757
cnv_depth__IBNLCO_01560__ParB-like__CDS__promoter,9329
cnv_depth__IBNLCO_01561__STAS__CDS__promoter,6667
cnv_depth__IBNLCO_01561__IBNLCO_01561__gene,7500
cnv_depth__IBNLCO_01562__IBNLCO_01562__gene,7628
cnv_depth__IBNLCO_01562__PA__CDS__promoter,4025
cnv_depth__IBNLCO_01563__Phospholipase__CDS__promoter,7255
cnv_depth__IBNLCO_01564__IBNLCO_01564__gene__promoter,7471
cnv_depth__IBNLCO_01564__IBNLCO_01564__gene,8124
cnv_depth__IBNLCO_01565__trnL__gene,8685
cnv_depth__IBNLCO_01565__trnL__gene__promoter,4598
cnv_depth__IBNLCO_01566__trnL__gene,4063
cnv_depth__IBNLCO_01567__Ribonuclease__CDS__promoter,103
cnv_depth__IBNLCO_01566__trnL__gene__promoter,103
cnv_depth__IBNLCO_01567__Ribonuclease__CDS,7998
cnv_depth__IBNLCO_01568__23S__CDS__promoter,6049
cnv_depth__IBNLCO_01568__23S__CDS,8514
cnv_depth__IBNLCO_01569__N-acetylmuramoyl-L-alanine__CDS__promoter,7535
cnv_depth__IBNLCO_01569__N-acetylmuramoyl-L-alanine__CDS,4019
cnv_depth__IBNLCO_01570__IBNLCO_01570__gene__promoter,7397
cnv_depth__IBNLCO_01570__IBNLCO_01570__gene,5999
cnv_depth__IBNLCO_01571__HTH__CDS__promoter,8096
cnv_depth__IBNLCO_01571__HTH__CDS,6956
cnv_depth__IBNLCO_01572__IBNLCO_01572__gene__promoter,5694
cnv_depth__IBNLCO_01572__IBNLCO_01572__gene,7547
cnv_depth__IBNLCO_01573__ABC__CDS__promoter,4951
cnv_depth__IBNLCO_01574__IBNLCO_01574__gene,6571
cnv_depth__IBNLCO_01574__Amino__CDS__promoter,5835
cnv_depth__IBNLCO_01575__Dihydroorotate__CDS__promoter,9225
cnv_depth__IBNLCO_01576__IBNLCO_01576__gene__promoter,3390
cnv_depth__IBNLCO_01577__IBNLCO_01577__gene,7483
cnv_depth__IBNLCO_01577__Leucyl/phenylalanyl-tRNA--protein__CDS__promoter,7119
cnv_depth__IBNLCO_01578__IBNLCO_01578__gene,6050
cnv_depth__IBNLCO_01578__IBNLCO_01578__gene__promoter,5029
cnv_depth__IBNLCO_01579__trnfM__gene,7819
cnv_depth__IBNLCO_01579__trnfM__gene__promoter,8689
cnv_depth__IBNLCO_01580__UPF0303__CDS__promoter,3558
cnv_depth__IBNLCO_01580__IBNLCO_01580__gene,6881
cnv_depth__IBNLCO_01581__IBNLCO_01581__gene__promoter,7653
cnv_depth__IBNLCO_01582__IBNLCO_01582__gene__promoter,5895
cnv_depth__IBNLCO_01583__IBNLCO_01583__gene,9000
cnv_depth__IBNLCO_01583__IBNLCO_01583__gene__promoter,5867
cnv_depth__IBNLCO_01584__IBNLCO_01584__gene__promoter,5305
cnv_depth__IBNLCO_01584__IBNLCO_01584__gene,8422
cnv_depth__IBNLCO_01585__IBNLCO_01585__gene__promoter,6092
cnv_depth__IBNLCO_01585__IBNLCO_01585__gene,2792
cnv_depth__IBNLCO_01586__ssuB__gene__promoter,8152
cnv_depth__IBNLCO_01586__ssuB__gene,6648
cnv_depth__IBNLCO_01587__IBNLCO_01587__gene__promoter,7611
cnv_depth__IBNLCO_01587__Mop__CDS,6639
cnv_depth__IBNLCO_01588__Iron__CDS__promoter,8089
cnv_depth__IBNLCO_01588__IBNLCO_01588__gene,90
cnv_depth__IBNLCO_01589__DUF559__CDS__promoter,90
cnv_depth__IBNLCO_01589__DUF559__CDS,3088
cnv_depth__IBNLCO_01590__tRNA-His(gtg)__tRNA,4967
cnv_depth__IBNLCO_01590__trnH__gene__promoter,3589
cnv_depth__IBNLCO_01591__IBNLCO_01591__gene,7472
cnv_depth__IBNLCO_01591__IBNLCO_01591__gene__promoter,668
cnv_depth__IBNLCO_01592__IBNLCO_01592__gene,668
cnv_depth__IBNLCO_01592__IBNLCO_01592__gene__promoter,668
cnv_depth__IBNLCO_01593__HxlR__CDS,668
cnv_depth__IBNLCO_01594__IBNLCO_01594__gene__promoter,668
cnv_depth__IBNLCO_01593__hxlR__gene__promoter,668
cnv_depth__IBNLCO_01594__IBNLCO_01594__gene,668
cnv_depth__IBNLCO_01595__IBNLCO_01595__gene__promoter,668
cnv_depth__IBNLCO_01595__IBNLCO_01595__gene,668
cnv_depth__IBNLCO_01596__IBNLCO_01596__gene__promoter,668
cnv_depth__IBNLCO_01596__IBNLCO_01596__gene,668
cnv_depth__IBNLCO_01597__IBNLCO_01597__gene__promoter,668
cnv_depth__IBNLCO_01597__IBNLCO_01597__gene,668
cnv_depth__IBNLCO_01598__IBNLCO_01598__gene,668
cnv_depth__IBNLCO_01598__IBNLCO_01598__gene__promoter,668
cnv_depth__IBNLCO_01599__IBNLCO_01599__gene,668
cnv_depth__IBNLCO_01599__IBNLCO_01599__gene__promoter,668
cnv_depth__IBNLCO_01600__IBNLCO_01600__gene__promoter,668
cnv_depth__IBNLCO_01600__IBNLCO_01600__gene,668
cnv_depth__IBNLCO_01601__IBNLCO_01601__gene,668
cnv_depth__IBNLCO_01601__IBNLCO_01601__gene__promoter,668
cnv_depth__IBNLCO_01602__gnl|Bakta|IBNLCO_01602__CDS,668
cnv_depth__IBNLCO_01602__gnl|Bakta|IBNLCO_01602__CDS__promoter,668
cnv_depth__IBNLCO_01603__lexA__gene,668
cnv_depth__IBNLCO_01603__LexA__CDS__promoter,668
cnv_depth__IBNLCO_01604__Sulfate-binding__CDS__promoter,668
cnv_depth__IBNLCO_01604__Sulfate-binding__CDS,668
cnv_depth__IBNLCO_01605__Sulfate__CDS__promoter,668
cnv_depth__IBNLCO_01605__cysT__gene,668
cnv_depth__IBNLCO_01606__Sulfate__CDS__promoter,668
cnv_depth__IBNLCO_01606__cysW__gene,668
cnv_depth__IBNLCO_01607__Sulfate/thiosulfate__CDS__promoter,668
cnv_depth__IBNLCO_01607__Sulfate/thiosulfate__CDS,668
cnv_depth__IBNLCO_01608__HTH-type__CDS__promoter,668
cnv_depth__IBNLCO_01608__IBNLCO_01608__gene,668
cnv_depth__IBNLCO_01609__D-ribose/D-allose-binding__CDS__promoter,668
cnv_depth__IBNLCO_01609__IBNLCO_01609__gene,668
cnv_depth__IBNLCO_01610__Sugar__CDS__promoter,668
cnv_depth__IBNLCO_01610__IBNLCO_01610__gene,668
cnv_depth__IBNLCO_01611__IBNLCO_01611__gene__promoter,668
cnv_depth__IBNLCO_01611__IBNLCO_01611__gene,668
cnv_depth__IBNLCO_01612__IBNLCO_01612__gene__promoter,668
cnv_depth__IBNLCO_01612__IBNLCO_01612__gene,668
cnv_depth__IBNLCO_01613__IBNLCO_01613__gene__promoter,668
cnv_depth__IBNLCO_01613__gnl|Bakta|IBNLCO_01613__CDS,668
cnv_depth__IBNLCO_01614__IBNLCO_01614__gene__promoter,668
cnv_depth__IBNLCO_01614__Methyl-accepting__CDS,668
cnv_depth__IBNLCO_01615__IBNLCO_01615__gene__promoter,668
cnv_depth__IBNLCO_01615__Serine__CDS,668
cnv_depth__IBNLCO_01616__IBNLCO_01616__gene__promoter,668
cnv_depth__IBNLCO_01616__IBNLCO_01616__gene,668
cnv_depth__IBNLCO_01617__SpoVR__CDS__promoter,668
cnv_depth__IBNLCO_01617__IBNLCO_01617__gene,668
cnv_depth__IBNLCO_01618__Alpha-ketoglutarate__CDS__promoter,668
cnv_depth__IBNLCO_01618__IBNLCO_01618__gene,668
cnv_depth__IBNLCO_01619__IBNLCO_01619__gene__promoter,668
cnv_depth__IBNLCO_01619__IBNLCO_01619__gene,668
cnv_depth__IBNLCO_01620__IBNLCO_01620__gene__promoter,668
cnv_depth__IBNLCO_01620__IBNLCO_01620__gene,668
cnv_depth__IBNLCO_01621__IBNLCO_01621__gene__promoter,668
cnv_depth__IBNLCO_01621__ABC__CDS,668
cnv_depth__IBNLCO_01622__IBNLCO_01622__gene__promoter,668
cnv_depth__IBNLCO_01622__IBNLCO_01622__gene,668
cnv_depth__IBNLCO_01623__IBNLCO_01623__gene__promoter,668
cnv_depth__IBNLCO_01623__IBNLCO_01623__gene,668
cnv_depth__IBNLCO_01624__IBNLCO_01624__gene__promoter,668
cnv_depth__IBNLCO_01624__IBNLCO_01624__gene,668
cnv_depth__IBNLCO_01625__Flp__CDS__promoter,668
cnv_depth__IBNLCO_01625__cpaB__gene,668
cnv_depth__IBNLCO_01626__IBNLCO_01626__gene__promoter,668
cnv_depth__IBNLCO_01626__IBNLCO_01626__gene,668
cnv_depth__IBNLCO_01627__IBNLCO_01627__gene__promoter,668
cnv_depth__IBNLCO_01627__IBNLCO_01627__gene,668
cnv_depth__IBNLCO_01628__IBNLCO_01628__gene__promoter,668
cnv_depth__IBNLCO_01628__Response__CDS,668
cnv_depth__IBNLCO_01629__IBNLCO_01629__gene__promoter,668
cnv_depth__IBNLCO_01629__Secretion__CDS,668
cnv_depth__IBNLCO_01630__gspF__gene__promoter,668
cnv_depth__IBNLCO_01630__Type__CDS,668
cnv_depth__IBNLCO_01631__hypothetical__CDS__promoter,668
cnv_depth__IBNLCO_01631__IBNLCO_01631__gene,668
cnv_depth__IBNLCO_01632__IBNLCO_01632__gene__promoter,668
cnv_depth__IBNLCO_01632__Tetratricopeptide__CDS,668
cnv_depth__IBNLCO_01633__IBNLCO_01633__gene__promoter,668
cnv_depth__IBNLCO_01633__IBNLCO_01633__gene,668
cnv_depth__IBNLCO_01634__DUF2134__CDS__promoter,668
cnv_depth__IBNLCO_01634__IBNLCO_01634__gene,668
cnv_depth__IBNLCO_01635__Polar__CDS__promoter,668
cnv_depth__IBNLCO_01635__IBNLCO_01635__gene,668
cnv_depth__IBNLCO_01636__Putative__CDS__promoter,668
cnv_depth__IBNLCO_01636__glnM__gene,668
cnv_depth__IBNLCO_01637__Glutamate/aspartate__CDS__promoter,668
cnv_depth__IBNLCO_01637__Glutamate/aspartate__CDS,668
cnv_depth__IBNLCO_01638__IBNLCO_01638__gene,439
cnv_depth__IBNLCO_01638__IBNLCO_01638__gene__promoter,439
cnv_depth__IBNLCO_01639__IBNLCO_01639__gene,5909
cnv_depth__IBNLCO_01640__IBNLCO_01640__gene__promoter,141
cnv_depth__IBNLCO_01639__IBNLCO_01639__gene__promoter,141
cnv_depth__IBNLCO_01640__IBNLCO_01640__gene,7420
cnv_depth__IBNLCO_01641__Efflux__CDS__promoter,6439
cnv_depth__IBNLCO_01642__oprM__gene__promoter,8751
cnv_depth__IBNLCO_01642__oprM__gene,6042
cnv_depth__IBNLCO_01643__IBNLCO_01643__gene,4993
cnv_depth__IBNLCO_01643__hypothetical__CDS__promoter,8075
cnv_depth__IBNLCO_01644__IBNLCO_01644__gene__promoter,5956
cnv_depth__IBNLCO_01644__Putative__CDS,6359
cnv_depth__IBNLCO_01645__Outer__CDS__promoter,2485
cnv_depth__IBNLCO_01646__IBNLCO_01646__gene__promoter,6141
cnv_depth__IBNLCO_01646__Fimbrial__CDS,9204
cnv_depth__IBNLCO_01647__Fimbrial-type__CDS__promoter,7744
cnv_depth__IBNLCO_01647__Fimbrial-type__CDS,6796
cnv_depth__IBNLCO_01648__ABC__CDS,6353
cnv_depth__IBNLCO_01648__ABC__CDS__promoter,7491
cnv_depth__IBNLCO_01649__IBNLCO_01649__gene,2809
cnv_depth__IBNLCO_01649__IBNLCO_01649__gene__promoter,8873
cnv_depth__IBNLCO_01650__Microcin__CDS,8829
cnv_depth__IBNLCO_01650__Microcin__CDS__promoter,174
cnv_depth__IBNLCO_01651__capistruin__CDS,174
cnv_depth__IBNLCO_01651__capistruin__CDS__promoter,8969
cnv_depth__IBNLCO_01652__araC__gene__promoter,7489
cnv_depth__IBNLCO_01652__AraC__CDS,5200
cnv_depth__IBNLCO_01653__IBNLCO_01653__gene__promoter,5030
cnv_depth__IBNLCO_01653__IBNLCO_01653__gene,7403
cnv_depth__IBNLCO_01654__rbsA__gene__promoter,6749
cnv_depth__IBNLCO_01654__rbsA__gene,7112
cnv_depth__IBNLCO_01655__Ribose__CDS__promoter,9503
cnv_depth__IBNLCO_01655__Ribose__CDS,7764
cnv_depth__IBNLCO_01656__Putative__CDS__promoter,6723
cnv_depth__IBNLCO_01656__Putative__CDS,6336
cnv_depth__IBNLCO_01657__gnl|Bakta|IBNLCO_01657__CDS__promoter,5708
cnv_depth__IBNLCO_01657__gnl|Bakta|IBNLCO_01657__CDS,7706
cnv_depth__IBNLCO_01658__Short__CDS__promoter,6754
cnv_depth__IBNLCO_01658__Short__CDS,5192
cnv_depth__IBNLCO_01659__IBNLCO_01659__gene,9020
cnv_depth__IBNLCO_01660__Extracytoplasmic-function__CDS__promoter,4781
cnv_depth__IBNLCO_01659__hypothetical__CDS__promoter,6908
cnv_depth__IBNLCO_01660__IBNLCO_01660__gene,8488
cnv_depth__IBNLCO_01661__hypothetical__CDS__promoter,5004
cnv_depth__IBNLCO_01661__IBNLCO_01661__gene,168
cnv_depth__IBNLCO_01662__TauD/TfdA-like__CDS__promoter,168
cnv_depth__IBNLCO_01662__TauD/TfdA-like__CDS,8290
cnv_depth__IBNLCO_01663__Iron__CDS__promoter,5943
cnv_depth__IBNLCO_01663__IBNLCO_01663__gene,9131
cnv_depth__IBNLCO_01664__Fe(3+)-hydroxamate__CDS__promoter,5785
cnv_depth__IBNLCO_01664__fhuB__gene,9407
cnv_depth__IBNLCO_01665__hypothetical__CDS__promoter,5834
cnv_depth__IBNLCO_01665__IBNLCO_01665__gene,9018
cnv_depth__IBNLCO_01666__Fe/B12__CDS__promoter,6926
cnv_depth__IBNLCO_01666__IBNLCO_01666__gene,4400
cnv_depth__IBNLCO_01667__DUF1993__CDS,8942
cnv_depth__IBNLCO_01667__IBNLCO_01667__gene__promoter,6925
cnv_depth__IBNLCO_01668__ABC__CDS,8945
cnv_depth__IBNLCO_01668__ABC__CDS__promoter,8194
cnv_depth__IBNLCO_01669__non-ribosomal__CDS__promoter,5615
cnv_depth__IBNLCO_01669__IBNLCO_01669__gene,132
cnv_depth__IBNLCO_01670__IBNLCO_01670__gene__promoter,8763
cnv_depth__IBNLCO_01670__IBNLCO_01670__gene,132
cnv_depth__IBNLCO_01671__L-ornithine__CDS__promoter,7083
cnv_depth__IBNLCO_01671__IBNLCO_01671__gene,4594
cnv_depth__IBNLCO_01672__Ferrichrome-iron__CDS__promoter,4795
cnv_depth__IBNLCO_01672__Ferrichrome-iron__CDS,8286
cnv_depth__IBNLCO_01673__phosphoribosylglycinamide__CDS__promoter,3742
cnv_depth__IBNLCO_01673__phosphoribosylglycinamide__CDS,6722
cnv_depth__IBNLCO_01674__IBNLCO_01674__gene,8816
cnv_depth__IBNLCO_01674__Cobyrinate__CDS__promoter,9282
cnv_depth__IBNLCO_01675__Corrinoid__CDS,8400
cnv_depth__IBNLCO_01675__Corrinoid__CDS__promoter,9146
cnv_depth__IBNLCO_01676__cbiG__gene,8886
cnv_depth__IBNLCO_01676__Cobalamin__CDS__promoter,7528
cnv_depth__unknown__unknown__regulatory.5,6380
cnv_depth__unknown__unknown__regulatory.6,8349
cnv_depth__IBNLCO_01677__Nickel/cobalt__CDS__promoter,7729
cnv_depth__IBNLCO_01677__IBNLCO_01677__gene,9053
cnv_depth__IBNLCO_01678__Zinc__CDS__promoter,7916
cnv_depth__IBNLCO_01678__cobW__gene,4095
cnv_depth__IBNLCO_01679__Aerobic__CDS__promoter,6568
cnv_depth__IBNLCO_01679__cobN__gene,297
cnv_depth__IBNLCO_01680__Mg-protoporphyrin__CDS__promoter,5762
cnv_depth__IBNLCO_01680__IBNLCO_01680__gene,9302
cnv_depth__IBNLCO_01681__VWFA__CDS__promoter,6742
cnv_depth__IBNLCO_01681__IBNLCO_01681__gene,3908
cnv_depth__IBNLCO_01682__Carboxylesterase__CDS__promoter,2574
cnv_depth__IBNLCO_01682__Carboxylesterase__CDS,7238
cnv_depth__IBNLCO_01683__IBNLCO_01683__gene,7660
cnv_depth__IBNLCO_01683__hypothetical__CDS__promoter,6452
cnv_depth__IBNLCO_01684__IBNLCO_01684__gene,9435
cnv_depth__IBNLCO_01684__gnl|Bakta|IBNLCO_01684__CDS__promoter,7120
cnv_depth__IBNLCO_01685__IBNLCO_01685__gene,9666
cnv_depth__IBNLCO_01686__IBNLCO_01686__gene,9193
cnv_depth__IBNLCO_01685__Siroheme__CDS__promoter,7894
cnv_depth__IBNLCO_01687__IBNLCO_01687__gene,9209
cnv_depth__IBNLCO_01686__IBNLCO_01686__gene__promoter,8826
cnv_depth__IBNLCO_01688__IBNLCO_01688__gene,4655
cnv_depth__IBNLCO_01687__IBNLCO_01687__gene__promoter,7331
cnv_depth__IBNLCO_01688__IBNLCO_01688__gene__promoter,9478
cnv_depth__unknown__unknown__regulatory.7,86
cnv_depth__IBNLCO_01689__IBNLCO_01689__gene__promoter,86
cnv_depth__IBNLCO_01689__IBNLCO_01689__gene,9476
cnv_depth__IBNLCO_01690__Cobalt-precorrin-5B__CDS__promoter,8423
cnv_depth__IBNLCO_01690__IBNLCO_01690__gene,9624
cnv_depth__IBNLCO_01691__IBNLCO_01691__gene__promoter,7708
cnv_depth__IBNLCO_01691__IBNLCO_01691__gene,9180
cnv_depth__IBNLCO_01692__IBNLCO_01692__gene__promoter,7303
cnv_depth__IBNLCO_01692__IBNLCO_01692__gene,5646
cnv_depth__IBNLCO_01693__Glycosyl__CDS,7364
cnv_depth__IBNLCO_01693__IBNLCO_01693__gene__promoter,2599
cnv_depth__IBNLCO_01694__IBNLCO_01694__gene,8592
cnv_depth__IBNLCO_01695__HTH__CDS__promoter,155
cnv_depth__IBNLCO_01694__MFS__CDS__promoter,155
cnv_depth__IBNLCO_01695__IBNLCO_01695__gene,7304
cnv_depth__IBNLCO_01696__IBNLCO_01696__gene,9554
cnv_depth__IBNLCO_01696__Leucine-%2C__CDS__promoter,8912
cnv_depth__IBNLCO_01697__hypothetical__CDS,9686
cnv_depth__IBNLCO_01698__hypothetical__CDS__promoter,9099
cnv_depth__IBNLCO_01697__hypothetical__CDS__promoter,8556
cnv_depth__IBNLCO_01698__hypothetical__CDS,4122
cnv_depth__IBNLCO_01699__yfcG__gene,8047
cnv_depth__IBNLCO_01699__Disulfide-bond__CDS__promoter,8324
cnv_depth__IBNLCO_01700__IBNLCO_01700__gene,8024
cnv_depth__IBNLCO_01701__IBNLCO_01701__gene__promoter,4427
cnv_depth__IBNLCO_01700__IBNLCO_01700__gene__promoter,7806
cnv_depth__IBNLCO_01701__Heme-binding__CDS,9672
cnv_depth__IBNLCO_01702__Short-chain__CDS__promoter,9245
cnv_depth__IBNLCO_01702__IBNLCO_01702__gene,7324
cnv_depth__IBNLCO_01703__Carbamate__CDS,5254
cnv_depth__IBNLCO_01703__IBNLCO_01703__gene__promoter,3597
cnv_depth__IBNLCO_01704__Ornithine__CDS,8083
cnv_depth__IBNLCO_01704__IBNLCO_01704__gene__promoter,5789
cnv_depth__IBNLCO_01705__IBNLCO_01705__gene,7524
cnv_depth__IBNLCO_01705__IBNLCO_01705__gene__promoter,5059
cnv_depth__IBNLCO_01706__IBNLCO_01706__gene__promoter,7875
cnv_depth__IBNLCO_01707__RNA-binding__CDS,8779
cnv_depth__IBNLCO_01707__RNA-binding__CDS__promoter,7277
cnv_depth__IBNLCO_01708__ABC__CDS,9404
cnv_depth__IBNLCO_01709__Putative__CDS,4102
cnv_depth__IBNLCO_01708__ABC__CDS__promoter,6937
cnv_depth__IBNLCO_01710__IBNLCO_01710__gene,9128
cnv_depth__IBNLCO_01709__Putative__CDS__promoter,8008
cnv_depth__IBNLCO_01711__Putative__CDS,8917
cnv_depth__IBNLCO_01710__IBNLCO_01710__gene__promoter,7114
cnv_depth__IBNLCO_01711__osmF__gene__promoter,6891
cnv_depth__IBNLCO_01712__bioC__gene__promoter,5738
cnv_depth__IBNLCO_01712__bioC__gene,6670
cnv_depth__IBNLCO_01713__Major__CDS,17
cnv_depth__IBNLCO_01713__IBNLCO_01713__gene__promoter,5260
cnv_depth__IBNLCO_01714__Long-chain-fatty-acid--CoA__CDS,9240
cnv_depth__IBNLCO_01714__IBNLCO_01714__gene__promoter,6688
cnv_depth__IBNLCO_01715__DUF3562__CDS__promoter,9634
cnv_depth__IBNLCO_01715__IBNLCO_01715__gene,5870
cnv_depth__IBNLCO_01716__IBNLCO_01716__gene__promoter,2650
cnv_depth__IBNLCO_01716__Methyl-accepting__CDS,7001
cnv_depth__IBNLCO_01717__cheW__gene__promoter,5701
cnv_depth__IBNLCO_01717__cheW__gene,5118
